frame,number of objects
11,"[[90.0, 391.0, 195.0, 451.0, 0.9100567698478699, 2.0], [413.0, 348.0, 470.0, 390.0, 0.9071390628814697, 2.0], [502.0, 292.0, 536.0, 320.0, 0.8260969519615173, 2.0], [499.0, 271.0, 523.0, 291.0, 0.7675043940544128, 2.0], [748.0, 292.0, 777.0, 316.0, 0.7666198015213013, 2.0], [683.0, 264.0, 701.0, 279.0, 0.7492188215255737, 2.0], [543.0, 245.0, 557.0, 257.0, 0.7428792715072632, 2.0], [120.0, 206.0, 155.0, 223.0, 0.6919142603874207, 2.0], [597.0, 237.0, 609.0, 250.0, 0.663310706615448, 2.0], [675.0, 252.0, 688.0, 265.0, 0.6412653923034668, 2.0], [260.0, 207.0, 285.0, 221.0, 0.5504220724105835, 2.0], [693.0, 246.0, 707.0, 258.0, 0.5452440977096558, 2.0], [1267.0, 478.0, 1280.0, 528.0, 0.46217337250709534, 2.0]]"
12,"[[72.0, 397.0, 179.0, 458.0, 0.9272697567939758, 2.0], [405.0, 351.0, 463.0, 395.0, 0.8824790716171265, 2.0], [898.0, 592.0, 1095.0, 719.0, 0.8208020329475403, 2.0], [681.0, 265.0, 700.0, 279.0, 0.8191441297531128, 2.0], [499.0, 293.0, 533.0, 322.0, 0.7372055053710938, 2.0], [542.0, 246.0, 556.0, 257.0, 0.7225784063339233, 2.0], [115.0, 208.0, 152.0, 223.0, 0.7169073224067688, 2.0], [496.0, 272.0, 522.0, 292.0, 0.7138654589653015, 2.0], [747.0, 291.0, 775.0, 315.0, 0.6750314235687256, 2.0], [597.0, 237.0, 608.0, 250.0, 0.6617259383201599, 2.0], [674.0, 252.0, 686.0, 264.0, 0.6601758599281311, 2.0], [1242.0, 469.0, 1280.0, 518.0, 0.6050366759300232, 2.0], [693.0, 247.0, 705.0, 258.0, 0.5674545764923096, 2.0], [258.0, 207.0, 282.0, 221.0, 0.4340963661670685, 2.0]]"
13,"[[50.0, 403.0, 164.0, 468.0, 0.9295840263366699, 2.0], [881.0, 569.0, 1061.0, 710.0, 0.8839173316955566, 2.0], [398.0, 354.0, 458.0, 400.0, 0.8660544157028198, 2.0], [493.0, 273.0, 520.0, 293.0, 0.8015026450157166, 2.0], [680.0, 265.0, 699.0, 278.0, 0.7922503352165222, 2.0], [497.0, 295.0, 530.0, 324.0, 0.7242932915687561, 2.0], [541.0, 246.0, 553.0, 258.0, 0.7132177948951721, 2.0], [111.0, 208.0, 148.0, 224.0, 0.6835729479789734, 2.0], [596.0, 237.0, 607.0, 251.0, 0.6553763151168823, 2.0], [692.0, 246.0, 704.0, 258.0, 0.5683998465538025, 2.0], [674.0, 252.0, 685.0, 265.0, 0.5513496398925781, 2.0], [256.0, 207.0, 281.0, 221.0, 0.534506618976593, 2.0], [744.0, 290.0, 773.0, 313.0, 0.45264506340026855, 2.0], [516.0, 214.0, 537.0, 221.0, 0.42095115780830383, 2.0], [1220.0, 450.0, 1280.0, 517.0, 0.3955157697200775, 2.0]]"
14,"[[28.0, 410.0, 148.0, 476.0, 0.925912082195282, 2.0], [390.0, 359.0, 452.0, 406.0, 0.8982659578323364, 2.0], [868.0, 546.0, 1031.0, 680.0, 0.8685226440429688, 2.0], [491.0, 273.0, 519.0, 294.0, 0.7525166869163513, 2.0], [540.0, 247.0, 553.0, 258.0, 0.7376883625984192, 2.0], [492.0, 297.0, 527.0, 326.0, 0.7291063070297241, 2.0], [107.0, 208.0, 142.0, 225.0, 0.7140334248542786, 2.0], [680.0, 265.0, 698.0, 278.0, 0.6831660866737366, 2.0], [691.0, 247.0, 704.0, 258.0, 0.6516703963279724, 2.0], [254.0, 207.0, 279.0, 221.0, 0.5929495096206665, 2.0], [1198.0, 441.0, 1280.0, 527.0, 0.5874729752540588, 2.0], [594.0, 237.0, 607.0, 251.0, 0.4833049476146698, 2.0], [673.0, 252.0, 686.0, 264.0, 0.4746279716491699, 2.0], [741.0, 289.0, 770.0, 313.0, 0.47149139642715454, 2.0], [517.0, 213.0, 538.0, 220.0, 0.3784162700176239, 2.0]]"
15,"[[3.0, 417.0, 131.0, 488.0, 0.9257907867431641, 2.0], [382.0, 363.0, 447.0, 410.0, 0.8975400924682617, 2.0], [855.0, 527.0, 1003.0, 650.0, 0.8830730319023132, 2.0], [488.0, 273.0, 517.0, 295.0, 0.7848216891288757, 2.0], [538.0, 247.0, 551.0, 258.0, 0.7700405716896057, 2.0], [678.0, 266.0, 696.0, 278.0, 0.7430351376533508, 2.0], [488.0, 298.0, 524.0, 328.0, 0.6513388156890869, 2.0], [1179.0, 433.0, 1280.0, 517.0, 0.640490710735321, 2.0], [690.0, 247.0, 702.0, 257.0, 0.6144171953201294, 2.0], [105.0, 209.0, 138.0, 224.0, 0.5737468004226685, 2.0], [740.0, 289.0, 768.0, 312.0, 0.5490385890007019, 2.0], [254.0, 207.0, 277.0, 222.0, 0.5455034971237183, 2.0], [593.0, 239.0, 605.0, 252.0, 0.5422934293746948, 2.0], [670.0, 252.0, 684.0, 264.0, 0.48973962664604187, 2.0], [517.0, 213.0, 537.0, 220.0, 0.2688795030117035, 2.0], [704.0, 236.0, 711.0, 241.0, 0.2626124322414398, 2.0]]"
16,"[[1.0, 423.0, 112.0, 495.0, 0.9236284494400024, 2.0], [842.0, 512.0, 982.0, 625.0, 0.9076203107833862, 2.0], [375.0, 367.0, 441.0, 417.0, 0.8994122743606567, 2.0], [678.0, 264.0, 695.0, 277.0, 0.7862195372581482, 2.0], [536.0, 248.0, 550.0, 259.0, 0.7638205289840698, 2.0], [486.0, 275.0, 514.0, 295.0, 0.708240807056427, 2.0], [688.0, 246.0, 701.0, 257.0, 0.6686663031578064, 2.0], [739.0, 288.0, 765.0, 310.0, 0.6538143754005432, 2.0], [486.0, 300.0, 522.0, 330.0, 0.6194806098937988, 2.0], [592.0, 238.0, 604.0, 252.0, 0.5534989833831787, 2.0], [670.0, 251.0, 682.0, 264.0, 0.5507414937019348, 2.0], [254.0, 208.0, 276.0, 222.0, 0.5258983373641968, 2.0], [101.0, 208.0, 136.0, 224.0, 0.5079824328422546, 2.0], [702.0, 235.0, 710.0, 241.0, 0.3709203898906708, 2.0], [713.0, 214.0, 735.0, 221.0, 0.3363470435142517, 2.0], [1159.0, 425.0, 1280.0, 508.0, 0.31244558095932007, 2.0]]"
17,"[[0.0, 431.0, 92.0, 507.0, 0.9255196452140808, 2.0], [831.0, 495.0, 962.0, 600.0, 0.9044963121414185, 2.0], [365.0, 371.0, 435.0, 423.0, 0.891343355178833, 2.0], [678.0, 264.0, 694.0, 277.0, 0.7664905190467834, 2.0], [483.0, 301.0, 519.0, 332.0, 0.7143903970718384, 2.0], [483.0, 276.0, 511.0, 297.0, 0.7143173813819885, 2.0], [535.0, 247.0, 549.0, 260.0, 0.6890856623649597, 2.0], [737.0, 287.0, 763.0, 309.0, 0.5694491267204285, 2.0], [687.0, 248.0, 700.0, 257.0, 0.5635049939155579, 2.0], [97.0, 208.0, 133.0, 224.0, 0.5267444252967834, 2.0], [253.0, 208.0, 275.0, 222.0, 0.5256965756416321, 2.0], [668.0, 252.0, 681.0, 264.0, 0.5104302763938904, 2.0], [1143.0, 418.0, 1280.0, 499.0, 0.5059501528739929, 2.0], [591.0, 238.0, 604.0, 253.0, 0.49947839975357056, 2.0], [714.0, 214.0, 736.0, 221.0, 0.31564947962760925, 2.0], [687.0, 242.0, 698.0, 251.0, 0.26826080679893494, 2.0]]"
18,"[[355.0, 376.0, 430.0, 429.0, 0.9113105535507202, 2.0], [821.0, 480.0, 942.0, 580.0, 0.9067099094390869, 2.0], [0.0, 439.0, 72.0, 516.0, 0.8943576812744141, 2.0], [1127.0, 411.0, 1267.0, 488.0, 0.8536734580993652, 2.0], [534.0, 247.0, 548.0, 260.0, 0.7955582141876221, 2.0], [481.0, 276.0, 510.0, 298.0, 0.7806426286697388, 2.0], [674.0, 263.0, 693.0, 276.0, 0.761833906173706, 2.0], [479.0, 303.0, 516.0, 334.0, 0.7428199648857117, 2.0], [687.0, 248.0, 698.0, 257.0, 0.6116455793380737, 2.0], [91.0, 210.0, 127.0, 224.0, 0.6033807396888733, 2.0], [590.0, 240.0, 601.0, 253.0, 0.5631696581840515, 2.0], [734.0, 287.0, 760.0, 310.0, 0.5398320555686951, 2.0], [667.0, 249.0, 680.0, 263.0, 0.49377384781837463, 2.0], [252.0, 208.0, 271.0, 222.0, 0.45617350935935974, 2.0], [523.0, 214.0, 543.0, 221.0, 0.35307684540748596, 2.0], [999.0, 218.0, 1019.0, 224.0, 0.25420987606048584, 2.0]]"
19,"[[1112.0, 406.0, 1244.0, 480.0, 0.9189996719360352, 2.0], [813.0, 470.0, 927.0, 562.0, 0.914254903793335, 2.0], [0.0, 448.0, 50.0, 507.0, 0.8688217997550964, 2.0], [478.0, 279.0, 507.0, 300.0, 0.868477463722229, 2.0], [346.0, 380.0, 421.0, 435.0, 0.8379785418510437, 2.0], [533.0, 248.0, 546.0, 260.0, 0.7653747200965881, 2.0], [732.0, 286.0, 758.0, 308.0, 0.7544944286346436, 2.0], [674.0, 263.0, 692.0, 276.0, 0.7540024518966675, 2.0], [476.0, 304.0, 514.0, 336.0, 0.6931100487709045, 2.0], [87.0, 210.0, 124.0, 225.0, 0.6748758554458618, 2.0], [247.0, 208.0, 269.0, 223.0, 0.6351144909858704, 2.0], [685.0, 247.0, 699.0, 257.0, 0.6081241369247437, 2.0], [588.0, 239.0, 601.0, 254.0, 0.5629388689994812, 2.0], [524.0, 215.0, 542.0, 221.0, 0.4003933072090149, 2.0], [667.0, 250.0, 679.0, 263.0, 0.3860778510570526, 2.0]]"
20,"[[805.0, 459.0, 912.0, 546.0, 0.9102363586425781, 2.0], [335.0, 385.0, 415.0, 441.0, 0.9060999155044556, 2.0], [1097.0, 401.0, 1224.0, 472.0, 0.8956860899925232, 2.0], [0.0, 457.0, 25.0, 513.0, 0.8269250988960266, 2.0], [477.0, 280.0, 505.0, 301.0, 0.8146305680274963, 2.0], [531.0, 249.0, 545.0, 261.0, 0.8096396923065186, 2.0], [471.0, 306.0, 509.0, 338.0, 0.7731602787971497, 2.0], [84.0, 210.0, 121.0, 225.0, 0.7584394812583923, 2.0], [731.0, 285.0, 756.0, 306.0, 0.7333938479423523, 2.0], [673.0, 263.0, 690.0, 275.0, 0.7326976656913757, 2.0], [684.0, 247.0, 697.0, 257.0, 0.7192539572715759, 2.0], [587.0, 239.0, 600.0, 254.0, 0.5167109966278076, 2.0], [245.0, 208.0, 268.0, 222.0, 0.47465378046035767, 2.0], [667.0, 251.0, 678.0, 263.0, 0.37990832328796387, 2.0], [719.0, 214.0, 742.0, 222.0, 0.31403982639312744, 2.0], [996.0, 217.0, 1017.0, 225.0, 0.25651344656944275, 2.0]]"
21,"[[1084.0, 395.0, 1206.0, 465.0, 0.9042521119117737, 2.0], [798.0, 448.0, 898.0, 532.0, 0.903735876083374, 2.0], [325.0, 390.0, 407.0, 450.0, 0.9027208089828491, 2.0], [473.0, 280.0, 503.0, 301.0, 0.8173061609268188, 2.0], [468.0, 309.0, 509.0, 341.0, 0.7756181359291077, 2.0], [530.0, 250.0, 544.0, 262.0, 0.7617400884628296, 2.0], [82.0, 210.0, 117.0, 226.0, 0.7474414706230164, 2.0], [672.0, 263.0, 689.0, 275.0, 0.7326866388320923, 2.0], [684.0, 246.0, 696.0, 257.0, 0.7120712995529175, 2.0], [729.0, 284.0, 754.0, 306.0, 0.6843873858451843, 2.0], [586.0, 243.0, 598.0, 254.0, 0.6092008948326111, 2.0], [249.0, 209.0, 266.0, 223.0, 0.429185688495636, 2.0], [666.0, 251.0, 677.0, 263.0, 0.3153242766857147, 2.0], [995.0, 217.0, 1017.0, 226.0, 0.29857906699180603, 2.0], [720.0, 214.0, 744.0, 223.0, 0.28456270694732666, 2.0]]"
22,"[[311.0, 397.0, 400.0, 459.0, 0.9221104383468628, 2.0], [791.0, 438.0, 887.0, 518.0, 0.9050267338752747, 2.0], [1071.0, 390.0, 1187.0, 458.0, 0.8716250658035278, 2.0], [472.0, 280.0, 501.0, 303.0, 0.8113388419151306, 2.0], [466.0, 310.0, 505.0, 343.0, 0.806759774684906, 2.0], [672.0, 263.0, 689.0, 275.0, 0.7254223227500916, 2.0], [529.0, 250.0, 544.0, 262.0, 0.7158456444740295, 2.0], [728.0, 285.0, 753.0, 305.0, 0.7069162726402283, 2.0], [683.0, 246.0, 696.0, 257.0, 0.7000951170921326, 2.0], [78.0, 209.0, 115.0, 225.0, 0.6877701878547668, 2.0], [585.0, 242.0, 598.0, 255.0, 0.47681838274002075, 2.0], [530.0, 215.0, 550.0, 221.0, 0.47019243240356445, 2.0], [991.0, 216.0, 1018.0, 226.0, 0.46111589670181274, 2.0], [666.0, 252.0, 677.0, 263.0, 0.431941956281662, 2.0], [721.0, 214.0, 747.0, 222.0, 0.3415382206439972, 2.0]]"
23,"[[300.0, 402.0, 390.0, 468.0, 0.9310826063156128, 2.0], [784.0, 429.0, 875.0, 505.0, 0.8999527096748352, 2.0], [470.0, 281.0, 498.0, 304.0, 0.8805614709854126, 2.0], [73.0, 209.0, 112.0, 226.0, 0.767478346824646, 2.0], [528.0, 249.0, 542.0, 262.0, 0.71293044090271, 2.0], [671.0, 263.0, 687.0, 274.0, 0.7055740356445312, 2.0], [1058.0, 385.0, 1171.0, 452.0, 0.7018066048622131, 2.0], [683.0, 246.0, 695.0, 257.0, 0.6776456236839294, 2.0], [462.0, 311.0, 501.0, 345.0, 0.6478703618049622, 2.0], [584.0, 242.0, 597.0, 255.0, 0.5114100575447083, 2.0], [727.0, 282.0, 750.0, 304.0, 0.49930325150489807, 2.0], [531.0, 215.0, 552.0, 221.0, 0.46936947107315063, 2.0], [990.0, 216.0, 1017.0, 227.0, 0.46929746866226196, 2.0], [724.0, 214.0, 747.0, 223.0, 0.4002068340778351, 2.0], [664.0, 250.0, 676.0, 263.0, 0.3207698166370392, 2.0], [245.0, 210.0, 264.0, 223.0, 0.2887871563434601, 2.0]]"
24,"[[285.0, 408.0, 382.0, 478.0, 0.9276586771011353, 2.0], [1048.0, 382.0, 1154.0, 445.0, 0.8947488069534302, 2.0], [466.0, 282.0, 497.0, 305.0, 0.8473868370056152, 2.0], [528.0, 251.0, 542.0, 263.0, 0.7633132934570312, 2.0], [70.0, 210.0, 108.0, 226.0, 0.7005302309989929, 2.0], [671.0, 263.0, 687.0, 274.0, 0.7002519965171814, 2.0], [682.0, 247.0, 694.0, 256.0, 0.6846880316734314, 2.0], [458.0, 313.0, 499.0, 348.0, 0.6714324355125427, 2.0], [778.0, 422.0, 865.0, 495.0, 0.6649351119995117, 2.0], [725.0, 282.0, 749.0, 303.0, 0.6492036581039429, 2.0], [584.0, 243.0, 597.0, 256.0, 0.6110904812812805, 2.0], [989.0, 216.0, 1016.0, 227.0, 0.455370157957077, 2.0], [533.0, 215.0, 554.0, 221.0, 0.43050533533096313, 2.0], [725.0, 214.0, 749.0, 222.0, 0.40794289112091064, 2.0], [663.0, 250.0, 675.0, 263.0, 0.3100314736366272, 2.0]]"
25,"[[272.0, 415.0, 373.0, 488.0, 0.9360184073448181, 2.0], [773.0, 414.0, 856.0, 483.0, 0.8801520466804504, 2.0], [464.0, 282.0, 495.0, 306.0, 0.8366055488586426, 2.0], [454.0, 314.0, 496.0, 350.0, 0.7933908700942993, 2.0], [527.0, 251.0, 540.0, 262.0, 0.7746775150299072, 2.0], [66.0, 210.0, 104.0, 225.0, 0.7449453473091125, 2.0], [670.0, 262.0, 686.0, 274.0, 0.7116930484771729, 2.0], [1035.0, 377.0, 1138.0, 439.0, 0.6762371063232422, 2.0], [682.0, 246.0, 694.0, 256.0, 0.6550109386444092, 2.0], [583.0, 243.0, 596.0, 256.0, 0.551058828830719, 2.0], [724.0, 281.0, 748.0, 302.0, 0.5185044407844543, 2.0], [663.0, 250.0, 675.0, 262.0, 0.4748601019382477, 2.0], [988.0, 216.0, 1015.0, 226.0, 0.430351197719574, 2.0], [726.0, 214.0, 750.0, 222.0, 0.3717207610607147, 2.0], [244.0, 209.0, 261.0, 223.0, 0.2703613042831421, 2.0]]"
26,"[[256.0, 422.0, 364.0, 499.0, 0.9303653836250305, 2.0], [462.0, 282.0, 493.0, 307.0, 0.8604475259780884, 2.0], [768.0, 406.0, 848.0, 473.0, 0.8437356352806091, 2.0], [526.0, 250.0, 540.0, 262.0, 0.8160375356674194, 2.0], [63.0, 209.0, 101.0, 225.0, 0.7604941725730896, 2.0], [451.0, 316.0, 493.0, 352.0, 0.752388060092926, 2.0], [670.0, 261.0, 686.0, 273.0, 0.7248689532279968, 2.0], [724.0, 281.0, 747.0, 301.0, 0.724690854549408, 2.0], [1028.0, 372.0, 1126.0, 432.0, 0.6660690903663635, 2.0], [682.0, 246.0, 693.0, 255.0, 0.6599718928337097, 2.0], [1259.0, 562.0, 1280.0, 616.0, 0.6470029354095459, 2.0], [583.0, 242.0, 596.0, 256.0, 0.592589259147644, 2.0], [986.0, 216.0, 1015.0, 226.0, 0.4719298183917999, 2.0], [663.0, 250.0, 674.0, 261.0, 0.40330037474632263, 2.0], [538.0, 216.0, 556.0, 221.0, 0.28537288308143616, 2.0], [729.0, 213.0, 753.0, 222.0, 0.27380481362342834, 2.0], [696.0, 236.0, 703.0, 241.0, 0.2581140398979187, 2.0]]"
